cover,title,author,publisher,isbn,timestamp,activity,details,library
https://img1.od-cdn.com/ImageType-100/1694-1/{097FFE1F-36F3-493A-A09B-791728F2EADD}IMG100.JPG,A Court of Frost and Starlight,Sarah J. Maas,"Recorded Books, Inc.",9781501994661,"June 13, 2022 20:40",Returned, 5 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2E788F69-82E8-4A42-B902-A8A896D49D2E}Img100.jpg,Crave,Tracy Wolff,"Tantor Media, Inc.",9781705219607,"June 12, 2022 22:28",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{42A64C8A-9DC4-4CBB-8839-AB1AF65F900E}Img100.jpg,Cry Wolf,Patricia Briggs,Books on Tape,9781429526609,"June 10, 2022 06:05",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{22E6129F-7619-48D4-B55B-492885C66581}Img100.jpg,The Cruel Prince,Holly Black,Hachette Audio,9781478923749,"June 09, 2022 14:51",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{4404B604-8D59-47E3-BFD0-CD429235E995}Img100.jpg,The Starless Sea,Erin Morgenstern,Books on Tape,9780735207882,"June 09, 2022 14:48",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{42A64C8A-9DC4-4CBB-8839-AB1AF65F900E}Img100.jpg,Cry Wolf,Patricia Briggs,Books on Tape,9781429526609,"June 09, 2022 14:45",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{753D2D30-BB5A-4468-B0AE-D1A41C246E3C}Img100.jpg,Kill the Farm Boy,"Kevin Hearne, Delilah S. Dawson",Books on Tape,9780525593669,"June 09, 2022 14:43",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{2E788F69-82E8-4A42-B902-A8A896D49D2E}Img100.jpg,Crave,Tracy Wolff,"Tantor Media, Inc.",9781705219607,"June 09, 2022 14:42",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{DF111916-863C-4EA8-82C8-D2FF21895AEB}Img100.jpg,Book of Night,Holly Black,Macmillan Audio,9781250850133,"June 09, 2022 14:41",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{C9609AA3-26B1-4478-BAF8-62097449A1C0}Img100.jpg,Red Queen,Victoria Aveyard,HarperTeen,9780062346513,"June 09, 2022 06:35",Returned, 14 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{62F13E30-3EDF-41E4-8F52-5D4612F07B3D}Img100.jpg,War Storm,Victoria Aveyard,HarperCollins,9780062423016,"June 09, 2022 06:35",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{B8909201-82ED-469F-8371-5D0AAA679F4D}Img100.jpg,War Storm,Victoria Aveyard,HarperCollins,9780062841704,"June 09, 2022 06:34",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{D116B3F2-4625-470C-A176-96C43E44F05B}Img100.jpg,King's Cage,Victoria Aveyard,HarperCollins,9780062310712,"June 09, 2022 06:34",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{16A53EF9-9604-4190-BFD9-EC45DD82FEB0}Img100.jpg,King's Cage,Victoria Aveyard,HarperTeen,9780062656681,"June 09, 2022 06:34",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{D1C2CBE7-A4FF-4DB8-AC13-240CE0C085C7}Img100.jpg,Glass Sword,Victoria Aveyard,HarperCollins,9780062310682,"June 09, 2022 06:33",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{F7788CF5-59D3-46E3-9C93-713BF6E0A7DD}Img100.jpg,Glass Sword,Victoria Aveyard,HarperTeen,9780062417305,"June 09, 2022 06:33",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{1B5D1E8A-9792-4F1F-B198-3A4A231F7D98}Img100.jpg,Ninth House,Leigh Bardugo,Macmillan Audio,9781250230911,"June 07, 2022 00:46",Returned, 15 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{71C633FA-6064-46CD-ACC2-93B6A7C1547D}Img100.jpg,Midnight Sun,Stephenie Meyer,Hachette Audio,9781549134661,"June 05, 2022 20:46",Returned, 18 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{71C633FA-6064-46CD-ACC2-93B6A7C1547D}Img100.jpg,Midnight Sun,Stephenie Meyer,Hachette Audio,9781549134661,"June 02, 2022 23:37",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{C9609AA3-26B1-4478-BAF8-62097449A1C0}Img100.jpg,Red Queen,Victoria Aveyard,HarperTeen,9780062346513,"June 02, 2022 23:00",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{379729DC-D3C3-4378-9108-7B27D40F1913}Img100.jpg,A Touch of Darkness,Scarlett St. Clair,"Tantor Media, Inc.",9781705234020,"June 02, 2022 23:00",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{1B5D1E8A-9792-4F1F-B198-3A4A231F7D98}Img100.jpg,Ninth House,Leigh Bardugo,Macmillan Audio,9781250230911,"June 01, 2022 21:19",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{5A9ED96B-E3A1-4207-8C63-8B75BD9B39E9}Img100.jpg,Good Omens,"Neil Gaiman, Terry Pratchett",HarperAudio,9780061967078,"June 01, 2022 21:19",Returned, 17 days  early,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{D41A57F6-B12D-408F-9EF1-7E96D31AA72B}Img100.jpg,Eragon,Christopher Paolini,Books on Tape,9780807219645,"May 31, 2022 15:45",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{E4FA8E66-895A-4359-AEEF-9FCC3126E3A3}Img100.jpg,Daughter of the Moon Goddess,Sue Lynn Tan,HarperAudio,9780063031340,"May 30, 2022 23:00",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{29C49BBB-A942-43B4-8BD9-32CDD49097A7}IMG100.JPG,The Time of Contempt,Andrzej Sapkowski,Hachette Audio,9781478904731,"May 30, 2022 17:33",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{097FFE1F-36F3-493A-A09B-791728F2EADD}IMG100.JPG,A Court of Frost and Starlight,Sarah J. Maas,"Recorded Books, Inc.",9781501994661,"May 29, 2022 06:17",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{29C49BBB-A942-43B4-8BD9-32CDD49097A7}IMG100.JPG,The Time of Contempt,Andrzej Sapkowski,Hachette Audio,9781478904731,"May 29, 2022 00:13",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{8809BC36-EB29-4964-B022-D2A68D9F3445}IMG100.JPG,The Poppy War,R. F. Kuang,HarperAudio,9780062848789,"May 29, 2022 00:10",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{1B5D1E8A-9792-4F1F-B198-3A4A231F7D98}Img100.jpg,Ninth House,Leigh Bardugo,Macmillan Audio,9781250230911,"May 29, 2022 00:09",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{1B32D163-6220-4131-AF23-490682E44FE3}Img100.jpg,A Deadly Education,Naomi Novik,Books on Tape,9780593287415,"May 29, 2022 00:08",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{D41A57F6-B12D-408F-9EF1-7E96D31AA72B}Img100.jpg,Eragon,Christopher Paolini,Books on Tape,9780807219645,"May 29, 2022 00:07",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{5A9ED96B-E3A1-4207-8C63-8B75BD9B39E9}Img100.jpg,Good Omens,"Neil Gaiman, Terry Pratchett",HarperAudio,9780061967078,"May 29, 2022 00:07",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1219-1/{379729DC-D3C3-4378-9108-7B27D40F1913}Img100.jpg,A Touch of Darkness,Scarlett St. Clair,"Tantor Media, Inc.",9781705234020,"May 29, 2022 00:06",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{C9609AA3-26B1-4478-BAF8-62097449A1C0}Img100.jpg,Red Queen,Victoria Aveyard,HarperTeen,9780062346513,"May 29, 2022 00:06",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/4575-1/{379A72A9-5F2D-4E2C-B26A-C03CF2F1BFD4}IMG100.JPG,The Last Wish,Andrzej Sapkowski,Hachette Audio,9781478904717,"May 29, 2022 00:05",Borrowed, 21 days ,Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0887-1/{71C633FA-6064-46CD-ACC2-93B6A7C1547D}Img100.jpg,Midnight Sun,Stephenie Meyer,Hachette Audio,9781549134661,"May 29, 2022 00:03",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{E4FA8E66-895A-4359-AEEF-9FCC3126E3A3}Img100.jpg,Daughter of the Moon Goddess,Sue Lynn Tan,HarperAudio,9780063031340,"May 28, 2022 23:54",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1493-1/{AE68A4DA-51F8-4BE3-B978-4F7E56D3A775}Img100.jpg,The Atlas Six,Olivie Blake,Macmillan Audio,9781250860460,"May 28, 2022 23:53",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1191-1/{2781587F-F7CE-450C-A915-FB2C6FE8E1A1}Img100.jpg,Book Lovers,Emily Henry,Books on Tape,9780593553770,"May 28, 2022 23:51",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{097FFE1F-36F3-493A-A09B-791728F2EADD}IMG100.JPG,A Court of Frost and Starlight,Sarah J. Maas,"Recorded Books, Inc.",9781501994661,"May 28, 2022 23:50",Placed on hold,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{B60F1851-E37F-4261-AD84-74718466872B}IMG100.JPG,"To Sir Phillip, with Love",Julia Quinn,"Recorded Books, Inc.",9781501965692,"",Hold expired,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{2F96DDAA-D3DB-4583-87D0-813683227352}IMG100.JPG,It's in His Kiss,Julia Quinn,"Recorded Books, Inc.",9781980088011,"",Hold expired,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1694-1/{078F5C99-3ED9-4AE9-BDC2-B350643E31E2}IMG100.JPG,The Duke and I,Julia Quinn,"Recorded Books, Inc.",9781501938788,"",Hold expired,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/1523-1/{34885D6E-CC4F-4C1D-8ED1-8B23D0807BC4}Img100.jpg,The Final Girl Support Group,Grady Hendrix,Penguin Publishing Group,9780593201251,"",Hold expired,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0017-1/{673F89F4-F721-4DD4-A8B3-73423AA1395D}IMG100.JPG,The Final Gambit,Jennifer Lynn Barnes,"Little, Brown Books for Young Readers",9780316371124,"",Hold expired,"",Spokane Public Library
https://img1.od-cdn.com/ImageType-100/0293-1/{B22167A6-D097-49EA-A49E-E6A71DBBAF1C}IMG100.JPG,Suicide Notes,Michael Thomas Ford,HarperCollins,9780062043078,"",Hold expired,"",Spokane Public Library
